Yayınlandığı Tarih,Yayınlandığı Gün,Geçerli Olduğu Tarih,Geçerli Olduğu Gün,Kur,Döviz Alış,Döviz Satış
15.03.2019,Cuma,18.03.2019,Pazartesi,QAR,1.4902,1.5097
18.03.2019,Pazartesi,19.03.2019,Sali,USD,5.4544,5.4643
18.03.2019,Pazartesi,19.03.2019,Sali,AUD,3.8691,3.8943
18.03.2019,Pazartesi,19.03.2019,Sali,DKK,0.82821,0.83228
18.03.2019,Pazartesi,19.03.2019,Sali,EUR,6.1905,6.2016
18.03.2019,Pazartesi,19.03.2019,Sali,GBP,7.2245,7.2622
18.03.2019,Pazartesi,19.03.2019,Sali,CHF,5.4375,5.4724
18.03.2019,Pazartesi,19.03.2019,Sali,SEK,0.58891,0.59501
18.03.2019,Pazartesi,19.03.2019,Sali,CAD,4.0896,4.1081
18.03.2019,Pazartesi,19.03.2019,Sali,KWD,17.8636,18.0974
18.03.2019,Pazartesi,19.03.2019,Sali,NOK,0.63847,0.64276
18.03.2019,Pazartesi,19.03.2019,Sali,SAR,1.4544,1.457
18.03.2019,Pazartesi,19.03.2019,Sali,JPY,4.8798,4.9121
18.03.2019,Pazartesi,19.03.2019,Sali,BGN,3.1474,3.1886
18.03.2019,Pazartesi,19.03.2019,Sali,RON,1.295,1.312
18.03.2019,Pazartesi,19.03.2019,Sali,RUB,0.084,0.0851
18.03.2019,Pazartesi,19.03.2019,Sali,IRR,0.01291,0.01308
18.03.2019,Pazartesi,19.03.2019,Sali,CNY,0.80803,0.81861
18.03.2019,Pazartesi,19.03.2019,Sali,PKR,0.03872,0.03923
18.03.2019,Pazartesi,19.03.2019,Sali,QAR,1.4898,1.5093
19.03.2019,Sali,20.03.2019,Carsamba,USD,5.4642,5.4741
19.03.2019,Sali,20.03.2019,Carsamba,AUD,3.8694,3.8947
19.03.2019,Sali,20.03.2019,Carsamba,DKK,0.82999,0.83407
19.03.2019,Sali,20.03.2019,Carsamba,EUR,6.2034,6.2146
19.03.2019,Sali,20.03.2019,Carsamba,GBP,7.242,7.2797
19.03.2019,Sali,20.03.2019,Carsamba,CHF,5.4515,5.4865
19.03.2019,Sali,20.03.2019,Carsamba,SEK,0.5901,0.59621
19.03.2019,Sali,20.03.2019,Carsamba,CAD,4.0956,4.114
19.03.2019,Sali,20.03.2019,Carsamba,KWD,17.898,18.1322
19.03.2019,Sali,20.03.2019,Carsamba,NOK,0.6383,0.64259
19.03.2019,Sali,20.03.2019,Carsamba,SAR,1.457,1.4596
19.03.2019,Sali,20.03.2019,Carsamba,JPY,4.8991,4.9315
19.03.2019,Sali,20.03.2019,Carsamba,BGN,3.1539,3.1952
19.03.2019,Sali,20.03.2019,Carsamba,RON,1.2969,1.3139
19.03.2019,Sali,20.03.2019,Carsamba,RUB,0.08448,0.08559
19.03.2019,Sali,20.03.2019,Carsamba,IRR,0.01294,0.01311
19.03.2019,Sali,20.03.2019,Carsamba,CNY,0.80923,0.81982
19.03.2019,Sali,20.03.2019,Carsamba,PKR,0.03878,0.03929
19.03.2019,Sali,20.03.2019,Carsamba,QAR,1.4924,1.5119
20.03.2019,Carsamba,21.03.2019,Persembe,USD,5.47,5.4799
20.03.2019,Carsamba,21.03.2019,Persembe,AUD,3.8682,3.8935
20.03.2019,Carsamba,21.03.2019,Persembe,DKK,0.83061,0.83469
20.03.2019,Carsamba,21.03.2019,Persembe,EUR,6.2082,6.2194
20.03.2019,Carsamba,21.03.2019,Persembe,GBP,7.226,7.2637
20.03.2019,Carsamba,21.03.2019,Persembe,CHF,5.4591,5.4942
20.03.2019,Carsamba,21.03.2019,Persembe,SEK,0.59228,0.59841
20.03.2019,Carsamba,21.03.2019,Persembe,CAD,4.0966,4.1151
20.03.2019,Carsamba,21.03.2019,Persembe,KWD,17.9184,18.1529
20.03.2019,Carsamba,21.03.2019,Persembe,NOK,0.63921,0.64351
20.03.2019,Carsamba,21.03.2019,Persembe,SAR,1.4585,1.4612
20.03.2019,Carsamba,21.03.2019,Persembe,JPY,4.8918,4.9242
20.03.2019,Carsamba,21.03.2019,Persembe,BGN,3.156,3.1973
20.03.2019,Carsamba,21.03.2019,Persembe,RON,1.2965,1.3134
20.03.2019,Carsamba,21.03.2019,Persembe,RUB,0.08459,0.0857
20.03.2019,Carsamba,21.03.2019,Persembe,IRR,0.01295,0.01312
20.03.2019,Carsamba,21.03.2019,Persembe,CNY,0.81177,0.82239
20.03.2019,Carsamba,21.03.2019,Persembe,PKR,0.03907,0.03959
20.03.2019,Carsamba,21.03.2019,Persembe,QAR,1.494,1.5135
21.03.2019,Persembe,22.03.2019,Cuma,USD,5.4392,5.449
21.03.2019,Persembe,22.03.2019,Cuma,AUD,3.8742,3.8995
21.03.2019,Persembe,22.03.2019,Cuma,DKK,0.82983,0.83391
21.03.2019,Persembe,22.03.2019,Cuma,EUR,6.2032,6.2143
21.03.2019,Persembe,22.03.2019,Cuma,GBP,7.1484,7.1857
21.03.2019,Persembe,22.03.2019,Cuma,CHF,5.4656,5.5007
21.03.2019,Persembe,22.03.2019,Cuma,SEK,0.59242,0.59855
21.03.2019,Persembe,22.03.2019,Cuma,CAD,4.08,4.0984
21.03.2019,Persembe,22.03.2019,Cuma,KWD,17.8365,18.0699
21.03.2019,Persembe,22.03.2019,Cuma,NOK,0.64065,0.64496
21.03.2019,Persembe,22.03.2019,Cuma,SAR,1.4503,1.453
21.03.2019,Persembe,22.03.2019,Cuma,JPY,4.9115,4.944
21.03.2019,Persembe,22.03.2019,Cuma,BGN,3.1537,3.195
21.03.2019,Persembe,22.03.2019,Cuma,RON,1.2971,1.314
21.03.2019,Persembe,22.03.2019,Cuma,RUB,0.08482,0.08593
21.03.2019,Persembe,22.03.2019,Cuma,IRR,0.01288,0.01305
21.03.2019,Persembe,22.03.2019,Cuma,CNY,0.80872,0.81931
21.03.2019,Persembe,22.03.2019,Cuma,PKR,0.03859,0.03909
21.03.2019,Persembe,22.03.2019,Cuma,QAR,1.4855,1.505
22.03.2019,Cuma,23.03.2019,Cumartesi,USD,5.5274,5.5373
22.03.2019,Cuma,23.03.2019,Cumartesi,AUD,3.9141,3.9396
22.03.2019,Cuma,23.03.2019,Cumartesi,DKK,0.83793,0.84205
22.03.2019,Cuma,23.03.2019,Cumartesi,EUR,6.263,6.2743
22.03.2019,Cuma,23.03.2019,Cumartesi,GBP,7.2457,7.2835
22.03.2019,Cuma,23.03.2019,Cumartesi,CHF,5.5458,5.5814
22.03.2019,Cuma,23.03.2019,Cumartesi,SEK,0.59605,0.60222
22.03.2019,Cuma,23.03.2019,Cumartesi,CAD,4.1267,4.1454
22.03.2019,Cuma,23.03.2019,Cumartesi,KWD,18.114,18.351
22.03.2019,Cuma,23.03.2019,Cumartesi,NOK,0.64835,0.65271
22.03.2019,Cuma,23.03.2019,Cumartesi,SAR,1.4739,1.4765
22.03.2019,Cuma,23.03.2019,Cumartesi,JPY,4.9872,5.0202
22.03.2019,Cuma,23.03.2019,Cumartesi,BGN,3.1841,3.2258
22.03.2019,Cuma,23.03.2019,Cumartesi,RON,1.3099,1.3271
22.03.2019,Cuma,23.03.2019,Cumartesi,RUB,0.08578,0.08691
22.03.2019,Cuma,23.03.2019,Cumartesi,IRR,0.01309,0.01326
22.03.2019,Cuma,23.03.2019,Cumartesi,CNY,0.81919,0.82991
22.03.2019,Cuma,23.03.2019,Cumartesi,PKR,0.0392,0.03972
22.03.2019,Cuma,23.03.2019,Cumartesi,QAR,1.5095,1.5293
22.03.2019,Cuma,24.03.2019,Pazar,USD,5.5274,5.5373
22.03.2019,Cuma,24.03.2019,Pazar,AUD,3.9141,3.9396
22.03.2019,Cuma,24.03.2019,Pazar,DKK,0.83793,0.84205
22.03.2019,Cuma,24.03.2019,Pazar,EUR,6.263,6.2743
22.03.2019,Cuma,24.03.2019,Pazar,GBP,7.2457,7.2835
22.03.2019,Cuma,24.03.2019,Pazar,CHF,5.5458,5.5814
22.03.2019,Cuma,24.03.2019,Pazar,SEK,0.59605,0.60222
22.03.2019,Cuma,24.03.2019,Pazar,CAD,4.1267,4.1454
22.03.2019,Cuma,24.03.2019,Pazar,KWD,18.114,18.351
22.03.2019,Cuma,24.03.2019,Pazar,NOK,0.64835,0.65271
22.03.2019,Cuma,24.03.2019,Pazar,SAR,1.4739,1.4765
22.03.2019,Cuma,24.03.2019,Pazar,JPY,4.9872,5.0202
22.03.2019,Cuma,24.03.2019,Pazar,BGN,3.1841,3.2258
22.03.2019,Cuma,24.03.2019,Pazar,RON,1.3099,1.3271
22.03.2019,Cuma,24.03.2019,Pazar,RUB,0.08578,0.08691
22.03.2019,Cuma,24.03.2019,Pazar,IRR,0.01309,0.01326
22.03.2019,Cuma,24.03.2019,Pazar,CNY,0.81919,0.82991
22.03.2019,Cuma,24.03.2019,Pazar,PKR,0.0392,0.03972
22.03.2019,Cuma,24.03.2019,Pazar,QAR,1.5095,1.5293
22.03.2019,Cuma,25.03.2019,Pazartesi,USD,5.5274,5.5373
22.03.2019,Cuma,25.03.2019,Pazartesi,AUD,3.9141,3.9396
22.03.2019,Cuma,25.03.2019,Pazartesi,DKK,0.83793,0.84205
22.03.2019,Cuma,25.03.2019,Pazartesi,EUR,6.263,6.2743
22.03.2019,Cuma,25.03.2019,Pazartesi,GBP,7.2457,7.2835
22.03.2019,Cuma,25.03.2019,Pazartesi,CHF,5.5458,5.5814
22.03.2019,Cuma,25.03.2019,Pazartesi,SEK,0.59605,0.60222
22.03.2019,Cuma,25.03.2019,Pazartesi,CAD,4.1267,4.1454
22.03.2019,Cuma,25.03.2019,Pazartesi,KWD,18.114,18.351
22.03.2019,Cuma,25.03.2019,Pazartesi,NOK,0.64835,0.65271
22.03.2019,Cuma,25.03.2019,Pazartesi,SAR,1.4739,1.4765
22.03.2019,Cuma,25.03.2019,Pazartesi,JPY,4.9872,5.0202
22.03.2019,Cuma,25.03.2019,Pazartesi,BGN,3.1841,3.2258
22.03.2019,Cuma,25.03.2019,Pazartesi,RON,1.3099,1.3271
22.03.2019,Cuma,25.03.2019,Pazartesi,RUB,0.08578,0.08691
22.03.2019,Cuma,25.03.2019,Pazartesi,IRR,0.01309,0.01326
22.03.2019,Cuma,25.03.2019,Pazartesi,CNY,0.81919,0.82991
22.03.2019,Cuma,25.03.2019,Pazartesi,PKR,0.0392,0.03972
22.03.2019,Cuma,25.03.2019,Pazartesi,QAR,1.5095,1.5293
25.03.2019,Pazartesi,26.03.2019,Sali,USD,5.6458,5.6559
25.03.2019,Pazartesi,26.03.2019,Sali,AUD,3.9933,4.0193
25.03.2019,Pazartesi,26.03.2019,Sali,DKK,0.85419,0.85839
25.03.2019,Pazartesi,26.03.2019,Sali,EUR,6.3858,6.3973
25.03.2019,Pazartesi,26.03.2019,Sali,GBP,7.4321,7.4708
25.03.2019,Pazartesi,26.03.2019,Sali,CHF,5.6667,5.7031
25.03.2019,Pazartesi,26.03.2019,Sali,SEK,0.60844,0.61474
25.03.2019,Pazartesi,26.03.2019,Sali,CAD,4.2009,4.2198
25.03.2019,Pazartesi,26.03.2019,Sali,KWD,18.5004,18.7424
25.03.2019,Pazartesi,26.03.2019,Sali,NOK,0.65932,0.66376
25.03.2019,Pazartesi,26.03.2019,Sali,SAR,1.5054,1.5081
25.03.2019,Pazartesi,26.03.2019,Sali,JPY,5.1152,5.1491
25.03.2019,Pazartesi,26.03.2019,Sali,BGN,3.2467,3.2892
25.03.2019,Pazartesi,26.03.2019,Sali,RON,1.3357,1.3532
25.03.2019,Pazartesi,26.03.2019,Sali,RUB,0.08722,0.08836
25.03.2019,Pazartesi,26.03.2019,Sali,IRR,0.01337,0.01354
25.03.2019,Pazartesi,26.03.2019,Sali,CNY,0.83638,0.84732
25.03.2019,Pazartesi,26.03.2019,Sali,PKR,0.03998,0.0405
25.03.2019,Pazartesi,26.03.2019,Sali,QAR,1.5419,1.5621
26.03.2019,Sali,27.03.2019,Carsamba,USD,5.4945,5.5044
26.03.2019,Sali,27.03.2019,Carsamba,AUD,3.9064,3.9319
26.03.2019,Sali,27.03.2019,Carsamba,DKK,0.83144,0.83552
26.03.2019,Sali,27.03.2019,Carsamba,EUR,6.2162,6.2274
26.03.2019,Sali,27.03.2019,Carsamba,GBP,7.2467,7.2845
26.03.2019,Sali,27.03.2019,Carsamba,CHF,5.5193,5.5547
26.03.2019,Sali,27.03.2019,Carsamba,SEK,0.59243,0.59856
26.03.2019,Sali,27.03.2019,Carsamba,CAD,4.0969,4.1154
26.03.2019,Sali,27.03.2019,Carsamba,KWD,18.0046,18.2402
26.03.2019,Sali,27.03.2019,Carsamba,NOK,0.64258,0.6469
26.03.2019,Sali,27.03.2019,Carsamba,SAR,1.4651,1.4677
26.03.2019,Sali,27.03.2019,Carsamba,JPY,4.9707,5.0036
26.03.2019,Sali,27.03.2019,Carsamba,BGN,3.1604,3.2018
26.03.2019,Sali,27.03.2019,Carsamba,RON,1.2996,1.3167
26.03.2019,Sali,27.03.2019,Carsamba,RUB,0.08509,0.0862
26.03.2019,Sali,27.03.2019,Carsamba,IRR,0.01301,0.01318
26.03.2019,Sali,27.03.2019,Carsamba,CNY,0.81389,0.82454
26.03.2019,Sali,27.03.2019,Carsamba,PKR,0.03886,0.03937
26.03.2019,Sali,27.03.2019,Carsamba,QAR,1.5007,1.5203
27.03.2019,Carsamba,28.03.2019,Persembe,USD,5.3307,5.3403
27.03.2019,Carsamba,28.03.2019,Persembe,AUD,3.7761,3.8007
27.03.2019,Carsamba,28.03.2019,Persembe,DKK,0.80354,0.80749
27.03.2019,Carsamba,28.03.2019,Persembe,EUR,6.0091,6.0199
27.03.2019,Carsamba,28.03.2019,Persembe,GBP,7.0259,7.0625
27.03.2019,Carsamba,28.03.2019,Persembe,CHF,5.3489,5.3832
27.03.2019,Carsamba,28.03.2019,Persembe,SEK,0.57381,0.57975
27.03.2019,Carsamba,28.03.2019,Persembe,CAD,3.9741,3.992
27.03.2019,Carsamba,28.03.2019,Persembe,KWD,17.4509,17.6793
27.03.2019,Carsamba,28.03.2019,Persembe,NOK,0.61994,0.62411
27.03.2019,Carsamba,28.03.2019,Persembe,SAR,1.4214,1.4239
27.03.2019,Carsamba,28.03.2019,Persembe,JPY,4.813,4.8449
27.03.2019,Carsamba,28.03.2019,Persembe,BGN,3.0552,3.0951
27.03.2019,Carsamba,28.03.2019,Persembe,RON,1.2555,1.2719
27.03.2019,Carsamba,28.03.2019,Persembe,RUB,0.08192,0.08299
27.03.2019,Carsamba,28.03.2019,Persembe,IRR,0.01262,0.01279
27.03.2019,Carsamba,28.03.2019,Persembe,CNY,0.78864,0.79896
27.03.2019,Carsamba,28.03.2019,Persembe,PKR,0.03771,0.0382
27.03.2019,Carsamba,28.03.2019,Persembe,QAR,1.456,1.475
28.03.2019,Persembe,29.03.2019,Cuma,USD,5.5423,5.5523
28.03.2019,Persembe,29.03.2019,Cuma,AUD,3.9209,3.9464
28.03.2019,Persembe,29.03.2019,Cuma,DKK,0.83358,0.83767
28.03.2019,Persembe,29.03.2019,Cuma,EUR,6.2335,6.2448
28.03.2019,Persembe,29.03.2019,Cuma,GBP,7.278,7.316
28.03.2019,Persembe,29.03.2019,Cuma,CHF,5.5538,5.5895
28.03.2019,Persembe,29.03.2019,Cuma,SEK,0.59288,0.59902
28.03.2019,Persembe,29.03.2019,Cuma,CAD,4.1238,4.1424
28.03.2019,Persembe,29.03.2019,Cuma,KWD,18.1363,18.3736
28.03.2019,Persembe,29.03.2019,Cuma,NOK,0.63938,0.64368
28.03.2019,Persembe,29.03.2019,Cuma,SAR,1.4778,1.4805
28.03.2019,Persembe,29.03.2019,Cuma,JPY,5.0149,5.0481
28.03.2019,Persembe,29.03.2019,Cuma,BGN,3.1691,3.2106
28.03.2019,Persembe,29.03.2019,Cuma,RON,1.3021,1.3191
28.03.2019,Persembe,29.03.2019,Cuma,RUB,0.08489,0.086
28.03.2019,Persembe,29.03.2019,Cuma,IRR,0.01312,0.01329
28.03.2019,Persembe,29.03.2019,Cuma,CNY,0.81895,0.82967
28.03.2019,Persembe,29.03.2019,Cuma,PKR,0.0392,0.03972
28.03.2019,Persembe,29.03.2019,Cuma,QAR,1.5138,1.5336
29.03.2019,Cuma,30.03.2019,Cumartesi,USD,5.6284,5.6386
29.03.2019,Cuma,30.03.2019,Cumartesi,AUD,3.9806,4.0066
29.03.2019,Cuma,30.03.2019,Cumartesi,DKK,0.84518,0.84934
29.03.2019,Cuma,30.03.2019,Cumartesi,EUR,6.3188,6.3302
29.03.2019,Cuma,30.03.2019,Cumartesi,GBP,7.3354,7.3736
29.03.2019,Cuma,30.03.2019,Cumartesi,CHF,5.6393,5.6755
29.03.2019,Cuma,30.03.2019,Cumartesi,SEK,0.60414,0.61039
29.03.2019,Cuma,30.03.2019,Cumartesi,CAD,4.1856,4.2045
29.03.2019,Cuma,30.03.2019,Cumartesi,KWD,18.4049,18.6457
29.03.2019,Cuma,30.03.2019,Cumartesi,NOK,0.65041,0.65478
29.03.2019,Cuma,30.03.2019,Cumartesi,SAR,1.5008,1.5035
29.03.2019,Cuma,30.03.2019,Cumartesi,JPY,5.0704,5.104
29.03.2019,Cuma,30.03.2019,Cumartesi,BGN,3.2126,3.2546
29.03.2019,Cuma,30.03.2019,Cumartesi,RON,1.3192,1.3364
29.03.2019,Cuma,30.03.2019,Cumartesi,RUB,0.08643,0.08756
29.03.2019,Cuma,30.03.2019,Cumartesi,IRR,0.01333,0.0135
29.03.2019,Cuma,30.03.2019,Cumartesi,CNY,0.8332,0.84411
29.03.2019,Cuma,30.03.2019,Cumartesi,PKR,0.03975,0.04027
29.03.2019,Cuma,30.03.2019,Cumartesi,QAR,1.5373,1.5574
29.03.2019,Cuma,31.03.2019,Pazar,USD,5.6284,5.6386
29.03.2019,Cuma,31.03.2019,Pazar,AUD,3.9806,4.0066
29.03.2019,Cuma,31.03.2019,Pazar,DKK,0.84518,0.84934
29.03.2019,Cuma,31.03.2019,Pazar,EUR,6.3188,6.3302
29.03.2019,Cuma,31.03.2019,Pazar,GBP,7.3354,7.3736
29.03.2019,Cuma,31.03.2019,Pazar,CHF,5.6393,5.6755
29.03.2019,Cuma,31.03.2019,Pazar,SEK,0.60414,0.61039
29.03.2019,Cuma,31.03.2019,Pazar,CAD,4.1856,4.2045
29.03.2019,Cuma,31.03.2019,Pazar,KWD,18.4049,18.6457
29.03.2019,Cuma,31.03.2019,Pazar,NOK,0.65041,0.65478
29.03.2019,Cuma,31.03.2019,Pazar,SAR,1.5008,1.5035
29.03.2019,Cuma,31.03.2019,Pazar,JPY,5.0704,5.104
29.03.2019,Cuma,31.03.2019,Pazar,BGN,3.2126,3.2546
29.03.2019,Cuma,31.03.2019,Pazar,RON,1.3192,1.3364
29.03.2019,Cuma,31.03.2019,Pazar,RUB,0.08643,0.08756
29.03.2019,Cuma,31.03.2019,Pazar,IRR,0.01333,0.0135
29.03.2019,Cuma,31.03.2019,Pazar,CNY,0.8332,0.84411
29.03.2019,Cuma,31.03.2019,Pazar,PKR,0.03975,0.04027
29.03.2019,Cuma,31.03.2019,Pazar,QAR,1.5373,1.5574
29.03.2019,Cuma,01.04.2019,Pazartesi,USD,5.6284,5.6386
29.03.2019,Cuma,01.04.2019,Pazartesi,AUD,3.9806,4.0066
29.03.2019,Cuma,01.04.2019,Pazartesi,DKK,0.84518,0.84934
29.03.2019,Cuma,01.04.2019,Pazartesi,EUR,6.3188,6.3302
29.03.2019,Cuma,01.04.2019,Pazartesi,GBP,7.3354,7.3736
29.03.2019,Cuma,01.04.2019,Pazartesi,CHF,5.6393,5.6755
29.03.2019,Cuma,01.04.2019,Pazartesi,SEK,0.60414,0.61039
29.03.2019,Cuma,01.04.2019,Pazartesi,CAD,4.1856,4.2045
29.03.2019,Cuma,01.04.2019,Pazartesi,KWD,18.4049,18.6457
29.03.2019,Cuma,01.04.2019,Pazartesi,NOK,0.65041,0.65478
29.03.2019,Cuma,01.04.2019,Pazartesi,SAR,1.5008,1.5035
29.03.2019,Cuma,01.04.2019,Pazartesi,JPY,5.0704,5.104
29.03.2019,Cuma,01.04.2019,Pazartesi,BGN,3.2126,3.2546
29.03.2019,Cuma,01.04.2019,Pazartesi,RON,1.3192,1.3364
29.03.2019,Cuma,01.04.2019,Pazartesi,RUB,0.08643,0.08756
29.03.2019,Cuma,01.04.2019,Pazartesi,IRR,0.01333,0.0135
29.03.2019,Cuma,01.04.2019,Pazartesi,CNY,0.8332,0.84411
29.03.2019,Cuma,01.04.2019,Pazartesi,PKR,0.03975,0.04027
29.03.2019,Cuma,01.04.2019,Pazartesi,QAR,1.5373,1.5574
01.04.2019,Pazartesi,02.04.2019,Sali,USD,5.5986,5.6086
01.04.2019,Pazartesi,02.04.2019,Sali,AUD,3.9785,4.0044
01.04.2019,Pazartesi,02.04.2019,Sali,DKK,0.84147,0.84561
01.04.2019,Pazartesi,02.04.2019,Sali,EUR,6.2906,6.302
01.04.2019,Pazartesi,02.04.2019,Sali,GBP,7.3163,7.3544
01.04.2019,Pazartesi,02.04.2019,Sali,CHF,5.6149,5.651
01.04.2019,Pazartesi,02.04.2019,Sali,SEK,0.60214,0.60837
01.04.2019,Pazartesi,02.04.2019,Sali,CAD,4.1872,4.2061
01.04.2019,Pazartesi,02.04.2019,Sali,KWD,18.2984,18.5378
01.04.2019,Pazartesi,02.04.2019,Sali,NOK,0.65066,0.65503
01.04.2019,Pazartesi,02.04.2019,Sali,SAR,1.4928,1.4955
01.04.2019,Pazartesi,02.04.2019,Sali,JPY,5.0311,5.0644
01.04.2019,Pazartesi,02.04.2019,Sali,BGN,3.1982,3.24
01.04.2019,Pazartesi,02.04.2019,Sali,RON,1.313,1.3302
01.04.2019,Pazartesi,02.04.2019,Sali,RUB,0.08505,0.08617
01.04.2019,Pazartesi,02.04.2019,Sali,IRR,0.01326,0.01343
01.04.2019,Pazartesi,02.04.2019,Sali,CNY,0.8296,0.84046
01.04.2019,Pazartesi,02.04.2019,Sali,PKR,0.03953,0.04005
01.04.2019,Pazartesi,02.04.2019,Sali,QAR,1.529,1.549
02.04.2019,Sali,03.04.2019,Carsamba,USD,5.5569,5.5669
02.04.2019,Sali,03.04.2019,Carsamba,AUD,3.9228,3.9484
02.04.2019,Sali,03.04.2019,Carsamba,DKK,0.8325,0.83658
02.04.2019,Sali,03.04.2019,Carsamba,EUR,6.2242,6.2354
02.04.2019,Sali,03.04.2019,Carsamba,GBP,7.2369,7.2746
02.04.2019,Sali,03.04.2019,Carsamba,CHF,5.5469,5.5825
02.04.2019,Sali,03.04.2019,Carsamba,SEK,0.5941,0.60025
02.04.2019,Sali,03.04.2019,Carsamba,CAD,4.1648,4.1836
02.04.2019,Sali,03.04.2019,Carsamba,KWD,18.1413,18.3787
02.04.2019,Sali,03.04.2019,Carsamba,NOK,0.6439,0.64823
02.04.2019,Sali,03.04.2019,Carsamba,SAR,1.4817,1.4844
02.04.2019,Sali,03.04.2019,Carsamba,JPY,4.9776,5.0106
02.04.2019,Sali,03.04.2019,Carsamba,BGN,3.1644,3.2058
02.04.2019,Sali,03.04.2019,Carsamba,RON,1.2996,1.3166
02.04.2019,Sali,03.04.2019,Carsamba,RUB,0.08445,0.08556
02.04.2019,Sali,03.04.2019,Carsamba,IRR,0.01316,0.01333
02.04.2019,Sali,03.04.2019,Carsamba,CNY,0.82216,0.83292
02.04.2019,Sali,03.04.2019,Carsamba,PKR,0.03923,0.03974
02.04.2019,Sali,03.04.2019,Carsamba,QAR,1.5176,1.5375
03.04.2019,Carsamba,04.04.2019,Persembe,USD,5.6067,5.6168
03.04.2019,Carsamba,04.04.2019,Persembe,AUD,3.9818,4.0077
03.04.2019,Carsamba,04.04.2019,Persembe,DKK,0.84299,0.84713
03.04.2019,Carsamba,04.04.2019,Persembe,EUR,6.3022,6.3135
03.04.2019,Carsamba,04.04.2019,Persembe,GBP,7.3753,7.4138
03.04.2019,Carsamba,04.04.2019,Persembe,CHF,5.6109,5.647
03.04.2019,Carsamba,04.04.2019,Persembe,SEK,0.60205,0.60828
03.04.2019,Carsamba,04.04.2019,Persembe,CAD,4.2083,4.2273
03.04.2019,Carsamba,04.04.2019,Persembe,KWD,18.3171,18.5568
03.04.2019,Carsamba,04.04.2019,Persembe,NOK,0.65374,0.65814
03.04.2019,Carsamba,04.04.2019,Persembe,SAR,1.495,1.4977
03.04.2019,Carsamba,04.04.2019,Persembe,JPY,5.0164,5.0496
03.04.2019,Carsamba,04.04.2019,Persembe,BGN,3.2039,3.2458
03.04.2019,Carsamba,04.04.2019,Persembe,RON,1.3171,1.3343
03.04.2019,Carsamba,04.04.2019,Persembe,RUB,0.08553,0.08665
03.04.2019,Carsamba,04.04.2019,Persembe,IRR,0.01327,0.01345
03.04.2019,Carsamba,04.04.2019,Persembe,CNY,0.83117,0.84205
03.04.2019,Carsamba,04.04.2019,Persembe,PKR,0.03936,0.03987
03.04.2019,Carsamba,04.04.2019,Persembe,QAR,1.5312,1.5512
04.04.2019,Persembe,05.04.2019,Cuma,USD,5.6291,5.6392
04.04.2019,Persembe,05.04.2019,Cuma,AUD,3.9949,4.0209
04.04.2019,Persembe,05.04.2019,Cuma,DKK,0.8457,0.84985
04.04.2019,Persembe,05.04.2019,Cuma,EUR,6.3225,6.3338
04.04.2019,Persembe,05.04.2019,Cuma,GBP,7.3968,7.4354
04.04.2019,Persembe,05.04.2019,Cuma,CHF,5.625,5.6611
04.04.2019,Persembe,05.04.2019,Cuma,SEK,0.60436,0.61062
04.04.2019,Persembe,05.04.2019,Cuma,CAD,4.209,4.228
04.04.2019,Persembe,05.04.2019,Cuma,KWD,18.3868,18.6274
04.04.2019,Persembe,05.04.2019,Cuma,NOK,0.65423,0.65863
04.04.2019,Persembe,05.04.2019,Cuma,SAR,1.5009,1.5036
04.04.2019,Persembe,05.04.2019,Cuma,JPY,5.0411,5.0745
04.04.2019,Persembe,05.04.2019,Cuma,BGN,3.2145,3.2565
04.04.2019,Persembe,05.04.2019,Cuma,RON,1.3225,1.3398
04.04.2019,Persembe,05.04.2019,Cuma,RUB,0.08564,0.08677
04.04.2019,Persembe,05.04.2019,Cuma,IRR,0.01333,0.0135
04.04.2019,Persembe,05.04.2019,Cuma,CNY,0.83337,0.84427
04.04.2019,Persembe,05.04.2019,Cuma,PKR,0.03951,0.04003
04.04.2019,Persembe,05.04.2019,Cuma,QAR,1.5372,1.5574
05.04.2019,Cuma,06.04.2019,Cumartesi,USD,5.5923,5.6024
05.04.2019,Cuma,06.04.2019,Cumartesi,AUD,3.9731,3.9991
05.04.2019,Cuma,06.04.2019,Cumartesi,DKK,0.83995,0.84407
05.04.2019,Cuma,06.04.2019,Cumartesi,EUR,6.2797,6.291
05.04.2019,Cuma,06.04.2019,Cumartesi,GBP,7.3027,7.3407
05.04.2019,Cuma,06.04.2019,Cumartesi,CHF,5.5785,5.6143
05.04.2019,Cuma,06.04.2019,Cumartesi,SEK,0.60009,0.6063
05.04.2019,Cuma,06.04.2019,Cumartesi,CAD,4.1797,4.1986
05.04.2019,Cuma,06.04.2019,Cumartesi,KWD,18.2578,18.4967
05.04.2019,Cuma,06.04.2019,Cumartesi,NOK,0.64863,0.65299
05.04.2019,Cuma,06.04.2019,Cumartesi,SAR,1.4911,1.4938
05.04.2019,Cuma,06.04.2019,Cumartesi,JPY,4.9947,5.0277
05.04.2019,Cuma,06.04.2019,Cumartesi,BGN,3.1927,3.2344
05.04.2019,Cuma,06.04.2019,Cumartesi,RON,1.3144,1.3316
05.04.2019,Cuma,06.04.2019,Cumartesi,RUB,0.08505,0.08616
05.04.2019,Cuma,06.04.2019,Cumartesi,IRR,0.01324,0.01341
05.04.2019,Cuma,06.04.2019,Cumartesi,CNY,0.82778,0.83861
