Yayınlandığı Tarih,Yayınlandığı Gün,Geçerli Olduğu Tarih,Geçerli Olduğu Gün,Kur,Döviz Alış,Döviz Satış
19.01.2018,Cuma,22.01.2018,Pazartesi,NOK,0.48093,0.48416
19.01.2018,Cuma,22.01.2018,Pazartesi,SAR,1.0073,1.0091
19.01.2018,Cuma,22.01.2018,Pazartesi,JPY,3.4052,3.4278
19.01.2018,Cuma,22.01.2018,Pazartesi,BGN,2.3572,2.388
19.01.2018,Cuma,22.01.2018,Pazartesi,RON,0.98953,1.0025
19.01.2018,Cuma,22.01.2018,Pazartesi,RUB,0.06641,0.06727
19.01.2018,Cuma,22.01.2018,Pazartesi,IRR,0.01026,0.0104
19.01.2018,Cuma,22.01.2018,Pazartesi,CNY,0.58691,0.59459
19.01.2018,Cuma,22.01.2018,Pazartesi,PKR,0.03392,0.03436
22.01.2018,Pazartesi,23.01.2018,Sali,USD,3.8098,3.8167
22.01.2018,Pazartesi,23.01.2018,Sali,AUD,3.0423,3.0621
22.01.2018,Pazartesi,23.01.2018,Sali,DKK,0.62568,0.62875
22.01.2018,Pazartesi,23.01.2018,Sali,EUR,4.6647,4.6731
22.01.2018,Pazartesi,23.01.2018,Sali,GBP,5.2838,5.3113
22.01.2018,Pazartesi,23.01.2018,Sali,CHF,3.9562,3.9816
22.01.2018,Pazartesi,23.01.2018,Sali,SEK,0.47217,0.47706
22.01.2018,Pazartesi,23.01.2018,Sali,CAD,3.051,3.0648
22.01.2018,Pazartesi,23.01.2018,Sali,KWD,12.6037,12.7687
22.01.2018,Pazartesi,23.01.2018,Sali,NOK,0.4839,0.48715
22.01.2018,Pazartesi,23.01.2018,Sali,SAR,1.0159,1.0177
22.01.2018,Pazartesi,23.01.2018,Sali,JPY,3.4313,3.454
22.01.2018,Pazartesi,23.01.2018,Sali,BGN,2.3715,2.4026
22.01.2018,Pazartesi,23.01.2018,Sali,RON,0.99421,1.0072
22.01.2018,Pazartesi,23.01.2018,Sali,RUB,0.06693,0.0678
22.01.2018,Pazartesi,23.01.2018,Sali,IRR,0.01034,0.01048
22.01.2018,Pazartesi,23.01.2018,Sali,CNY,0.59152,0.59926
22.01.2018,Pazartesi,23.01.2018,Sali,PKR,0.03421,0.03465
23.01.2018,Sali,24.01.2018,Carsamba,USD,3.7874,3.7942
23.01.2018,Sali,24.01.2018,Carsamba,AUD,3.011,3.0306
23.01.2018,Sali,24.01.2018,Carsamba,DKK,0.62201,0.62506
23.01.2018,Sali,24.01.2018,Carsamba,EUR,4.6369,4.6453
23.01.2018,Sali,24.01.2018,Carsamba,GBP,5.276,5.3035
23.01.2018,Sali,24.01.2018,Carsamba,CHF,3.9261,3.9513
23.01.2018,Sali,24.01.2018,Carsamba,SEK,0.46922,0.47408
23.01.2018,Sali,24.01.2018,Carsamba,CAD,3.0323,3.046
23.01.2018,Sali,24.01.2018,Carsamba,KWD,12.535,12.699
23.01.2018,Sali,24.01.2018,Carsamba,NOK,0.47979,0.48301
23.01.2018,Sali,24.01.2018,Carsamba,SAR,1.0099,1.0117
23.01.2018,Sali,24.01.2018,Carsamba,JPY,3.411,3.4336
23.01.2018,Sali,24.01.2018,Carsamba,BGN,2.3574,2.3882
23.01.2018,Sali,24.01.2018,Carsamba,RON,0.98793,1.0009
23.01.2018,Sali,24.01.2018,Carsamba,RUB,0.06666,0.06753
23.01.2018,Sali,24.01.2018,Carsamba,IRR,0.01027,0.0104
23.01.2018,Sali,24.01.2018,Carsamba,CNY,0.58815,0.59584
23.01.2018,Sali,24.01.2018,Carsamba,PKR,0.034,0.03445
24.01.2018,Carsamba,25.01.2018,Persembe,USD,3.7558,3.7625
24.01.2018,Carsamba,25.01.2018,Persembe,AUD,3.0146,3.0343
24.01.2018,Carsamba,25.01.2018,Persembe,DKK,0.62105,0.6241
24.01.2018,Carsamba,25.01.2018,Persembe,EUR,4.6307,4.639
24.01.2018,Carsamba,25.01.2018,Persembe,GBP,5.2786,5.3062
24.01.2018,Carsamba,25.01.2018,Persembe,CHF,3.9332,3.9584
24.01.2018,Carsamba,25.01.2018,Persembe,SEK,0.46848,0.47333
24.01.2018,Carsamba,25.01.2018,Persembe,CAD,3.0325,3.0462
24.01.2018,Carsamba,25.01.2018,Persembe,KWD,12.4427,12.6055
24.01.2018,Carsamba,25.01.2018,Persembe,NOK,0.47971,0.48294
24.01.2018,Carsamba,25.01.2018,Persembe,SAR,1.0015,1.0033
24.01.2018,Carsamba,25.01.2018,Persembe,JPY,3.4145,3.4371
24.01.2018,Carsamba,25.01.2018,Persembe,BGN,2.3543,2.3851
24.01.2018,Carsamba,25.01.2018,Persembe,RON,0.98672,0.99963
24.01.2018,Carsamba,25.01.2018,Persembe,RUB,0.06626,0.06713
24.01.2018,Carsamba,25.01.2018,Persembe,IRR,0.01017,0.0103
24.01.2018,Carsamba,25.01.2018,Persembe,CNY,0.58525,0.59291
24.01.2018,Carsamba,25.01.2018,Persembe,PKR,0.03373,0.03417
25.01.2018,Persembe,26.01.2018,Cuma,USD,3.7421,3.7489
25.01.2018,Persembe,26.01.2018,Cuma,AUD,3.0179,3.0376
25.01.2018,Persembe,26.01.2018,Cuma,DKK,0.62318,0.62624
25.01.2018,Persembe,26.01.2018,Cuma,EUR,4.6465,4.6548
25.01.2018,Persembe,26.01.2018,Cuma,GBP,5.3299,5.3577
25.01.2018,Persembe,26.01.2018,Cuma,CHF,3.9627,3.9881
25.01.2018,Persembe,26.01.2018,Cuma,SEK,0.47126,0.47614
25.01.2018,Persembe,26.01.2018,Cuma,CAD,3.0336,3.0472
25.01.2018,Persembe,26.01.2018,Cuma,KWD,12.4122,12.5746
25.01.2018,Persembe,26.01.2018,Cuma,NOK,0.48283,0.48608
25.01.2018,Persembe,26.01.2018,Cuma,SAR,0.99784,0.99964
25.01.2018,Persembe,26.01.2018,Cuma,JPY,3.4236,3.4462
25.01.2018,Persembe,26.01.2018,Cuma,BGN,2.3622,2.3931
25.01.2018,Persembe,26.01.2018,Cuma,RON,0.99027,1.0032
25.01.2018,Persembe,26.01.2018,Cuma,RUB,0.06657,0.06744
25.01.2018,Persembe,26.01.2018,Cuma,IRR,0.01012,0.01025
25.01.2018,Persembe,26.01.2018,Cuma,CNY,0.58815,0.59585
25.01.2018,Persembe,26.01.2018,Cuma,PKR,0.0336,0.03404
26.01.2018,Cuma,27.01.2018,Cumartesi,USD,3.7371,3.7438
26.01.2018,Cuma,27.01.2018,Cumartesi,AUD,3.0124,3.0321
26.01.2018,Cuma,27.01.2018,Cumartesi,DKK,0.62439,0.62746
26.01.2018,Cuma,27.01.2018,Cumartesi,EUR,4.6557,4.664
26.01.2018,Cuma,27.01.2018,Cumartesi,GBP,5.3132,5.3409
26.01.2018,Cuma,27.01.2018,Cumartesi,CHF,3.9864,4.012
26.01.2018,Cuma,27.01.2018,Cumartesi,SEK,0.47248,0.47737
26.01.2018,Cuma,27.01.2018,Cumartesi,CAD,3.0294,3.0431
26.01.2018,Cuma,27.01.2018,Cumartesi,KWD,12.398,12.5602
26.01.2018,Cuma,27.01.2018,Cumartesi,NOK,0.4848,0.48806
26.01.2018,Cuma,27.01.2018,Cumartesi,SAR,0.99649,0.99828
26.01.2018,Cuma,27.01.2018,Cumartesi,JPY,3.4164,3.439
26.01.2018,Cuma,27.01.2018,Cumartesi,BGN,2.3667,2.3977
26.01.2018,Cuma,27.01.2018,Cumartesi,RON,0.99117,1.0041
26.01.2018,Cuma,27.01.2018,Cumartesi,RUB,0.06655,0.06742
26.01.2018,Cuma,27.01.2018,Cumartesi,IRR,0.01011,0.01024
26.01.2018,Cuma,27.01.2018,Cumartesi,CNY,0.58784,0.59553
26.01.2018,Cuma,27.01.2018,Cumartesi,PKR,0.03355,0.03399
26.01.2018,Cuma,28.01.2018,Pazar,USD,3.7371,3.7438
26.01.2018,Cuma,28.01.2018,Pazar,AUD,3.0124,3.0321
26.01.2018,Cuma,28.01.2018,Pazar,DKK,0.62439,0.62746
26.01.2018,Cuma,28.01.2018,Pazar,EUR,4.6557,4.664
26.01.2018,Cuma,28.01.2018,Pazar,GBP,5.3132,5.3409
26.01.2018,Cuma,28.01.2018,Pazar,CHF,3.9864,4.012
26.01.2018,Cuma,28.01.2018,Pazar,SEK,0.47248,0.47737
26.01.2018,Cuma,28.01.2018,Pazar,CAD,3.0294,3.0431
26.01.2018,Cuma,28.01.2018,Pazar,KWD,12.398,12.5602
26.01.2018,Cuma,28.01.2018,Pazar,NOK,0.4848,0.48806
26.01.2018,Cuma,28.01.2018,Pazar,SAR,0.99649,0.99828
26.01.2018,Cuma,28.01.2018,Pazar,JPY,3.4164,3.439
26.01.2018,Cuma,28.01.2018,Pazar,BGN,2.3667,2.3977
26.01.2018,Cuma,28.01.2018,Pazar,RON,0.99117,1.0041
26.01.2018,Cuma,28.01.2018,Pazar,RUB,0.06655,0.06742
26.01.2018,Cuma,28.01.2018,Pazar,IRR,0.01011,0.01024
26.01.2018,Cuma,28.01.2018,Pazar,CNY,0.58784,0.59553
26.01.2018,Cuma,28.01.2018,Pazar,PKR,0.03355,0.03399
26.01.2018,Cuma,29.01.2018,Pazartesi,USD,3.7371,3.7438
26.01.2018,Cuma,29.01.2018,Pazartesi,AUD,3.0124,3.0321
26.01.2018,Cuma,29.01.2018,Pazartesi,DKK,0.62439,0.62746
26.01.2018,Cuma,29.01.2018,Pazartesi,EUR,4.6557,4.664
26.01.2018,Cuma,29.01.2018,Pazartesi,GBP,5.3132,5.3409
26.01.2018,Cuma,29.01.2018,Pazartesi,CHF,3.9864,4.012
26.01.2018,Cuma,29.01.2018,Pazartesi,SEK,0.47248,0.47737
26.01.2018,Cuma,29.01.2018,Pazartesi,CAD,3.0294,3.0431
26.01.2018,Cuma,29.01.2018,Pazartesi,KWD,12.398,12.5602
26.01.2018,Cuma,29.01.2018,Pazartesi,NOK,0.4848,0.48806
26.01.2018,Cuma,29.01.2018,Pazartesi,SAR,0.99649,0.99828
26.01.2018,Cuma,29.01.2018,Pazartesi,JPY,3.4164,3.439
26.01.2018,Cuma,29.01.2018,Pazartesi,BGN,2.3667,2.3977
26.01.2018,Cuma,29.01.2018,Pazartesi,RON,0.99117,1.0041
26.01.2018,Cuma,29.01.2018,Pazartesi,RUB,0.06655,0.06742
26.01.2018,Cuma,29.01.2018,Pazartesi,IRR,0.01011,0.01024
26.01.2018,Cuma,29.01.2018,Pazartesi,CNY,0.58784,0.59553
26.01.2018,Cuma,29.01.2018,Pazartesi,PKR,0.03355,0.03399
29.01.2018,Pazartesi,30.01.2018,Sali,USD,3.7728,3.7796
29.01.2018,Pazartesi,30.01.2018,Sali,AUD,3.0457,3.0655
29.01.2018,Pazartesi,30.01.2018,Sali,DKK,0.62783,0.63091
29.01.2018,Pazartesi,30.01.2018,Sali,EUR,4.6804,4.6888
29.01.2018,Pazartesi,30.01.2018,Sali,GBP,5.3134,5.3411
29.01.2018,Pazartesi,30.01.2018,Sali,CHF,4.0181,4.0439
29.01.2018,Pazartesi,30.01.2018,Sali,SEK,0.47627,0.4812
29.01.2018,Pazartesi,30.01.2018,Sali,CAD,3.052,3.0658
29.01.2018,Pazartesi,30.01.2018,Sali,KWD,12.5159,12.6796
29.01.2018,Pazartesi,30.01.2018,Sali,NOK,0.4886,0.49189
29.01.2018,Pazartesi,30.01.2018,Sali,SAR,1.006,1.0078
29.01.2018,Pazartesi,30.01.2018,Sali,JPY,3.4594,3.4823
29.01.2018,Pazartesi,30.01.2018,Sali,BGN,2.3798,2.411
29.01.2018,Pazartesi,30.01.2018,Sali,RON,0.99968,1.0128
29.01.2018,Pazartesi,30.01.2018,Sali,RUB,0.06665,0.06753
29.01.2018,Pazartesi,30.01.2018,Sali,IRR,0.01017,0.0103
29.01.2018,Pazartesi,30.01.2018,Sali,CNY,0.59297,0.60073
29.01.2018,Pazartesi,30.01.2018,Sali,PKR,0.03389,0.03433
30.01.2018,Sali,31.01.2018,Carsamba,USD,3.7795,3.7863
30.01.2018,Sali,31.01.2018,Carsamba,AUD,3.0449,3.0647
30.01.2018,Sali,31.01.2018,Carsamba,DKK,0.62819,0.63128
30.01.2018,Sali,31.01.2018,Carsamba,EUR,4.6824,4.6908
30.01.2018,Sali,31.01.2018,Carsamba,GBP,5.3025,5.3301
30.01.2018,Sali,31.01.2018,Carsamba,CHF,4.0317,4.0576
30.01.2018,Sali,31.01.2018,Carsamba,SEK,0.47669,0.48163
30.01.2018,Sali,31.01.2018,Carsamba,CAD,3.0578,3.0716
30.01.2018,Sali,31.01.2018,Carsamba,KWD,12.5346,12.6986
30.01.2018,Sali,31.01.2018,Carsamba,NOK,0.48789,0.49117
30.01.2018,Sali,31.01.2018,Carsamba,SAR,1.0078,1.0096
30.01.2018,Sali,31.01.2018,Carsamba,JPY,3.4691,3.4921
30.01.2018,Sali,31.01.2018,Carsamba,BGN,2.3805,2.4116
30.01.2018,Sali,31.01.2018,Carsamba,RON,1.0009,1.014
30.01.2018,Sali,31.01.2018,Carsamba,RUB,0.06696,0.06784
30.01.2018,Sali,31.01.2018,Carsamba,IRR,0.01018,0.01032
30.01.2018,Sali,31.01.2018,Carsamba,CNY,0.59362,0.60139
30.01.2018,Sali,31.01.2018,Carsamba,PKR,0.03393,0.03438
31.01.2018,Carsamba,01.02.2018,Persembe,USD,3.754,3.7608
31.01.2018,Carsamba,01.02.2018,Persembe,AUD,3.0321,3.0519
31.01.2018,Carsamba,01.02.2018,Persembe,DKK,0.62693,0.63001
31.01.2018,Carsamba,01.02.2018,Persembe,EUR,4.6728,4.6812
31.01.2018,Carsamba,01.02.2018,Persembe,GBP,5.31,5.3377
31.01.2018,Carsamba,01.02.2018,Persembe,CHF,4.018,4.0437
31.01.2018,Carsamba,01.02.2018,Persembe,SEK,0.47632,0.48125
31.01.2018,Carsamba,01.02.2018,Persembe,CAD,3.0508,3.0646
31.01.2018,Carsamba,01.02.2018,Persembe,KWD,12.4575,12.6205
31.01.2018,Carsamba,01.02.2018,Persembe,NOK,0.48707,0.49034
31.01.2018,Carsamba,01.02.2018,Persembe,SAR,1.001,1.0028
31.01.2018,Carsamba,01.02.2018,Persembe,JPY,3.4443,3.4671
31.01.2018,Carsamba,01.02.2018,Persembe,BGN,2.3754,2.4065
31.01.2018,Carsamba,01.02.2018,Persembe,RON,0.9983,1.0114
31.01.2018,Carsamba,01.02.2018,Persembe,RUB,0.06641,0.06728
31.01.2018,Carsamba,01.02.2018,Persembe,IRR,0.0101,0.01023
31.01.2018,Carsamba,01.02.2018,Persembe,CNY,0.59334,0.60111
31.01.2018,Carsamba,01.02.2018,Persembe,PKR,0.0337,0.03414
01.02.2018,Persembe,02.02.2018,Cuma,USD,3.7567,3.7635
01.02.2018,Persembe,02.02.2018,Cuma,AUD,3.0016,3.0212
01.02.2018,Persembe,02.02.2018,Cuma,DKK,0.62614,0.62922
01.02.2018,Persembe,02.02.2018,Cuma,EUR,4.6671,4.6755
01.02.2018,Persembe,02.02.2018,Cuma,GBP,5.3323,5.3601
01.02.2018,Persembe,02.02.2018,Cuma,CHF,4.019,4.0448
01.02.2018,Persembe,02.02.2018,Cuma,SEK,0.47452,0.47943
01.02.2018,Persembe,02.02.2018,Cuma,CAD,3.0466,3.0603
01.02.2018,Persembe,02.02.2018,Cuma,KWD,12.4652,12.6283
01.02.2018,Persembe,02.02.2018,Cuma,NOK,0.48674,0.49001
01.02.2018,Persembe,02.02.2018,Cuma,SAR,1.0017,1.0036
01.02.2018,Persembe,02.02.2018,Cuma,JPY,3.4191,3.4417
01.02.2018,Persembe,02.02.2018,Cuma,BGN,2.3726,2.4037
01.02.2018,Persembe,02.02.2018,Cuma,RON,0.99746,1.0105
01.02.2018,Persembe,02.02.2018,Cuma,RUB,0.06641,0.06728
01.02.2018,Persembe,02.02.2018,Cuma,IRR,0.01011,0.01024
01.02.2018,Persembe,02.02.2018,Cuma,CNY,0.59322,0.60098
01.02.2018,Persembe,02.02.2018,Cuma,PKR,0.03373,0.03417
02.02.2018,Cuma,03.02.2018,Cumartesi,USD,3.7454,3.7521
02.02.2018,Cuma,03.02.2018,Cumartesi,AUD,2.9874,3.0069
02.02.2018,Cuma,03.02.2018,Cumartesi,DKK,0.62774,0.63082
02.02.2018,Cuma,03.02.2018,Cumartesi,EUR,4.6795,4.6879
02.02.2018,Cuma,03.02.2018,Cumartesi,GBP,5.3216,5.3493
02.02.2018,Cuma,03.02.2018,Cumartesi,CHF,4.0249,4.0507
02.02.2018,Cuma,03.02.2018,Cumartesi,SEK,0.47424,0.47915
02.02.2018,Cuma,03.02.2018,Cumartesi,CAD,3.0417,3.0554
02.02.2018,Cuma,03.02.2018,Cumartesi,KWD,12.4313,12.5939
02.02.2018,Cuma,03.02.2018,Cumartesi,NOK,0.48754,0.49082
02.02.2018,Cuma,03.02.2018,Cumartesi,SAR,0.99873,1.0005
02.02.2018,Cuma,03.02.2018,Cumartesi,JPY,3.4022,3.4247
02.02.2018,Cuma,03.02.2018,Cumartesi,BGN,2.3791,2.4102
02.02.2018,Cuma,03.02.2018,Cumartesi,RON,1.0005,1.0136
02.02.2018,Cuma,03.02.2018,Cumartesi,RUB,0.06629,0.06716
02.02.2018,Cuma,03.02.2018,Cumartesi,IRR,0.01008,0.01021
02.02.2018,Cuma,03.02.2018,Cumartesi,CNY,0.59284,0.6006
02.02.2018,Cuma,03.02.2018,Cumartesi,PKR,0.03363,0.03407
02.02.2018,Cuma,04.02.2018,Pazar,USD,3.7454,3.7521
02.02.2018,Cuma,04.02.2018,Pazar,AUD,2.9874,3.0069
02.02.2018,Cuma,04.02.2018,Pazar,DKK,0.62774,0.63082
02.02.2018,Cuma,04.02.2018,Pazar,EUR,4.6795,4.6879
02.02.2018,Cuma,04.02.2018,Pazar,GBP,5.3216,5.3493
02.02.2018,Cuma,04.02.2018,Pazar,CHF,4.0249,4.0507
02.02.2018,Cuma,04.02.2018,Pazar,SEK,0.47424,0.47915
02.02.2018,Cuma,04.02.2018,Pazar,CAD,3.0417,3.0554
02.02.2018,Cuma,04.02.2018,Pazar,KWD,12.4313,12.5939
02.02.2018,Cuma,04.02.2018,Pazar,NOK,0.48754,0.49082
02.02.2018,Cuma,04.02.2018,Pazar,SAR,0.99873,1.0005
02.02.2018,Cuma,04.02.2018,Pazar,JPY,3.4022,3.4247
02.02.2018,Cuma,04.02.2018,Pazar,BGN,2.3791,2.4102
02.02.2018,Cuma,04.02.2018,Pazar,RON,1.0005,1.0136
02.02.2018,Cuma,04.02.2018,Pazar,RUB,0.06629,0.06716
02.02.2018,Cuma,04.02.2018,Pazar,IRR,0.01008,0.01021
02.02.2018,Cuma,04.02.2018,Pazar,CNY,0.59284,0.6006
02.02.2018,Cuma,04.02.2018,Pazar,PKR,0.03363,0.03407
02.02.2018,Cuma,05.02.2018,Pazartesi,USD,3.7454,3.7521
02.02.2018,Cuma,05.02.2018,Pazartesi,AUD,2.9874,3.0069
02.02.2018,Cuma,05.02.2018,Pazartesi,DKK,0.62774,0.63082
02.02.2018,Cuma,05.02.2018,Pazartesi,EUR,4.6795,4.6879
02.02.2018,Cuma,05.02.2018,Pazartesi,GBP,5.3216,5.3493
02.02.2018,Cuma,05.02.2018,Pazartesi,CHF,4.0249,4.0507
02.02.2018,Cuma,05.02.2018,Pazartesi,SEK,0.47424,0.47915
02.02.2018,Cuma,05.02.2018,Pazartesi,CAD,3.0417,3.0554
02.02.2018,Cuma,05.02.2018,Pazartesi,KWD,12.4313,12.5939
02.02.2018,Cuma,05.02.2018,Pazartesi,NOK,0.48754,0.49082
02.02.2018,Cuma,05.02.2018,Pazartesi,SAR,0.99873,1.0005
02.02.2018,Cuma,05.02.2018,Pazartesi,JPY,3.4022,3.4247
02.02.2018,Cuma,05.02.2018,Pazartesi,BGN,2.3791,2.4102
02.02.2018,Cuma,05.02.2018,Pazartesi,RON,1.0005,1.0136
02.02.2018,Cuma,05.02.2018,Pazartesi,RUB,0.06629,0.06716
02.02.2018,Cuma,05.02.2018,Pazartesi,IRR,0.01008,0.01021
02.02.2018,Cuma,05.02.2018,Pazartesi,CNY,0.59284,0.6006
02.02.2018,Cuma,05.02.2018,Pazartesi,PKR,0.03363,0.03407
05.02.2018,Pazartesi,06.02.2018,Sali,USD,3.7632,3.77
05.02.2018,Pazartesi,06.02.2018,Sali,AUD,2.9791,2.9985
05.02.2018,Pazartesi,06.02.2018,Sali,DKK,0.62872,0.63181
05.02.2018,Pazartesi,06.02.2018,Sali,EUR,4.6867,4.6951
05.02.2018,Pazartesi,06.02.2018,Sali,GBP,5.2973,5.3249
05.02.2018,Pazartesi,06.02.2018,Sali,CHF,4.0345,4.0604
05.02.2018,Pazartesi,06.02.2018,Sali,SEK,0.47443,0.47934
05.02.2018,Pazartesi,06.02.2018,Sali,CAD,3.0261,3.0398
05.02.2018,Pazartesi,06.02.2018,Sali,KWD,12.4863,12.6497
05.02.2018,Pazartesi,06.02.2018,Sali,NOK,0.486,0.48927
05.02.2018,Pazartesi,06.02.2018,Sali,SAR,1.0035,1.0053
05.02.2018,Pazartesi,06.02.2018,Sali,JPY,3.417,3.4396
05.02.2018,Pazartesi,06.02.2018,Sali,BGN,2.3827,2.4139
05.02.2018,Pazartesi,06.02.2018,Sali,RON,1.0045,1.0176
05.02.2018,Pazartesi,06.02.2018,Sali,RUB,0.06612,0.06699
05.02.2018,Pazartesi,06.02.2018,Sali,IRR,0.01013,0.01026
05.02.2018,Pazartesi,06.02.2018,Sali,CNY,0.59484,0.60263
05.02.2018,Pazartesi,06.02.2018,Sali,PKR,0.03379,0.03423
06.02.2018,Sali,07.02.2018,Carsamba,USD,3.7786,3.7854
06.02.2018,Sali,07.02.2018,Carsamba,AUD,2.9654,2.9848
06.02.2018,Sali,07.02.2018,Carsamba,DKK,0.62829,0.63138
06.02.2018,Sali,07.02.2018,Carsamba,EUR,4.6843,4.6927
06.02.2018,Sali,07.02.2018,Carsamba,GBP,5.2693,5.2967
06.02.2018,Sali,07.02.2018,Carsamba,CHF,4.0369,4.0629
06.02.2018,Sali,07.02.2018,Carsamba,SEK,0.47268,0.47758
06.02.2018,Sali,07.02.2018,Carsamba,CAD,3.0121,3.0257
06.02.2018,Sali,07.02.2018,Carsamba,KWD,12.5302,12.6941
06.02.2018,Sali,07.02.2018,Carsamba,NOK,0.4819,0.48514
06.02.2018,Sali,07.02.2018,Carsamba,SAR,1.0076,1.0094
06.02.2018,Sali,07.02.2018,Carsamba,JPY,3.4565,3.4794
06.02.2018,Sali,07.02.2018,Carsamba,BGN,2.3815,2.4127
06.02.2018,Sali,07.02.2018,Carsamba,RON,1.0041,1.0172
06.02.2018,Sali,07.02.2018,Carsamba,RUB,0.0657,0.06656
06.02.2018,Sali,07.02.2018,Carsamba,IRR,0.01017,0.0103
06.02.2018,Sali,07.02.2018,Carsamba,CNY,0.5985,0.60633
06.02.2018,Sali,07.02.2018,Carsamba,PKR,0.03392,0.03437
07.02.2018,Carsamba,08.02.2018,Persembe,USD,3.7714,3.7782
07.02.2018,Carsamba,08.02.2018,Persembe,AUD,2.961,2.9803
07.02.2018,Carsamba,08.02.2018,Persembe,DKK,0.62563,0.6287
07.02.2018,Carsamba,08.02.2018,Persembe,EUR,4.6638,4.6722
07.02.2018,Carsamba,08.02.2018,Persembe,GBP,5.2432,5.2705
07.02.2018,Carsamba,08.02.2018,Persembe,CHF,4.0142,4.04
07.02.2018,Carsamba,08.02.2018,Persembe,SEK,0.47115,0.47603
07.02.2018,Carsamba,08.02.2018,Persembe,CAD,3.0099,3.0235
07.02.2018,Carsamba,08.02.2018,Persembe,KWD,12.5024,12.666
07.02.2018,Carsamba,08.02.2018,Persembe,NOK,0.48078,0.48402
07.02.2018,Carsamba,08.02.2018,Persembe,SAR,1.0057,1.0075
07.02.2018,Carsamba,08.02.2018,Persembe,JPY,3.4483,3.4711
07.02.2018,Carsamba,08.02.2018,Persembe,BGN,2.3709,2.4019
07.02.2018,Carsamba,08.02.2018,Persembe,RON,0.99665,1.0097
07.02.2018,Carsamba,08.02.2018,Persembe,RUB,0.0657,0.06656
07.02.2018,Carsamba,08.02.2018,Persembe,IRR,0.01015,0.01028
07.02.2018,Carsamba,08.02.2018,Persembe,CNY,0.59876,0.60659
07.02.2018,Carsamba,08.02.2018,Persembe,PKR,0.03386,0.0343
08.02.2018,Persembe,09.02.2018,Cuma,USD,3.8073,3.8142
08.02.2018,Persembe,09.02.2018,Cuma,AUD,2.9686,2.988
08.02.2018,Persembe,09.02.2018,Cuma,DKK,0.62553,0.6286
08.02.2018,Persembe,09.02.2018,Cuma,EUR,4.6629,4.6713
08.02.2018,Persembe,09.02.2018,Cuma,GBP,5.2738,5.3013
08.02.2018,Persembe,09.02.2018,Cuma,CHF,4.0189,4.0448
08.02.2018,Persembe,09.02.2018,Cuma,SEK,0.46912,0.47397
08.02.2018,Persembe,09.02.2018,Cuma,CAD,3.0214,3.035
08.02.2018,Persembe,09.02.2018,Cuma,KWD,12.6063,12.7713
08.02.2018,Persembe,09.02.2018,Cuma,NOK,0.47976,0.48299
08.02.2018,Persembe,09.02.2018,Cuma,SAR,1.0152,1.017
08.02.2018,Persembe,09.02.2018,Cuma,JPY,3.4635,3.4865
08.02.2018,Persembe,09.02.2018,Cuma,BGN,2.3705,2.4015
08.02.2018,Persembe,09.02.2018,Cuma,RON,0.99615,1.0092
08.02.2018,Persembe,09.02.2018,Cuma,RUB,0.06551,0.06636
08.02.2018,Persembe,09.02.2018,Cuma,IRR,0.01024,0.01038
08.02.2018,Persembe,09.02.2018,Cuma,CNY,0.5986,0.60643
08.02.2018,Persembe,09.02.2018,Cuma,PKR,0.03418,0.03463
09.02.2018,Cuma,10.02.2018,Cumartesi,USD,3.8119,3.8188
09.02.2018,Cuma,10.02.2018,Cumartesi,AUD,2.9628,2.9821
09.02.2018,Cuma,10.02.2018,Cumartesi,DKK,0.62711,0.63019
09.02.2018,Cuma,10.02.2018,Cumartesi,EUR,4.6749,4.6833
09.02.2018,Cuma,10.02.2018,Cumartesi,GBP,5.2999,5.3275
09.02.2018,Cuma,10.02.2018,Cumartesi,CHF,4.0539,4.08
09.02.2018,Cuma,10.02.2018,Cumartesi,SEK,0.46765,0.47249
09.02.2018,Cuma,10.02.2018,Cumartesi,CAD,3.0216,3.0352
09.02.2018,Cuma,10.02.2018,Cumartesi,KWD,12.6294,12.7947
09.02.2018,Cuma,10.02.2018,Cumartesi,NOK,0.47663,0.47983
09.02.2018,Cuma,10.02.2018,Cumartesi,SAR,1.0164,1.0183
09.02.2018,Cuma,10.02.2018,Cumartesi,JPY,3.4855,3.5086
09.02.2018,Cuma,10.02.2018,Cumartesi,BGN,2.3766,2.4077
09.02.2018,Cuma,10.02.2018,Cumartesi,RON,0.99878,1.0118
09.02.2018,Cuma,10.02.2018,Cumartesi,RUB,0.06524,0.06609
09.02.2018,Cuma,10.02.2018,Cumartesi,IRR,0.01026,0.01039
09.02.2018,Cuma,10.02.2018,Cumartesi,CNY,0.60145,0.60932
09.02.2018,Cuma,10.02.2018,Cumartesi,PKR,0.03422,0.03467
09.02.2018,Cuma,11.02.2018,Pazar,USD,3.8119,3.8188
09.02.2018,Cuma,11.02.2018,Pazar,AUD,2.9628,2.9821
09.02.2018,Cuma,11.02.2018,Pazar,DKK,0.62711,0.63019
09.02.2018,Cuma,11.02.2018,Pazar,EUR,4.6749,4.6833
09.02.2018,Cuma,11.02.2018,Pazar,GBP,5.2999,5.3275
09.02.2018,Cuma,11.02.2018,Pazar,CHF,4.0539,4.08
09.02.2018,Cuma,11.02.2018,Pazar,SEK,0.46765,0.47249
09.02.2018,Cuma,11.02.2018,Pazar,CAD,3.0216,3.0352
09.02.2018,Cuma,11.02.2018,Pazar,KWD,12.6294,12.7947
